date,player,team,salary,batting_order,blended_rating,actual_dk_pts,baseline_dk_pts,pts_diff
2026-07-08,Brandon Marsh,Philadelphia Phillies,4700,3,41.9,4.5,4.76,-0.26
2026-07-08,Esmerlyn Valdez,Pittsburgh Pirates,3000,4,53.9,-1.5,7.91,-9.41
2026-07-08,Alex Call,Los Angeles Dodgers,3000,8,51.1,-0.5,5.34,-5.84
2026-07-08,Ezequiel Tovar,Colorado Rockies,3900,8,46.9,-0.5,4.42,-4.92
2026-07-08,Joey Ortiz,Milwaukee Brewers,2100,8,45.0,4.5,6.05,-1.55
2026-07-08,Luke Keaschall,Minnesota Twins,3000,7,39.1,12.5,6.09,6.41
2026-07-08,Evan Carter,Texas Rangers,3000,6,49.4,6.0,7.36,-1.36
2026-07-08,Rhys Hoskins,Cleveland Guardians,3300,4,29.6,15.5,7.02,8.48
2026-07-08,Jonny Deluca,Tampa Bay Rays,3700,5,45.3,-0.5,6.25,-6.75
2026-07-08,Masyn Winn,St. Louis Cardinals,3500,1,48.8,6.5,6.05,0.45
2026-07-08,Alec Bohm,Philadelphia Phillies,3500,5,48.4,5.0,5.28,-0.28
2026-07-08,Jose Altuve,Houston Astros,3000,1,42.9,-1.0,6.92,-7.92
2026-07-08,Carter Jensen,Kansas City Royals,4200,1,36.4,8.0,6.32,1.68
2026-07-08,Tommy Troy,Arizona Diamondbacks,2700,9,24.2,16.0,3.34,12.66
2026-07-08,Brett Baty,New York Mets,2700,8,45.2,8.5,4.55,3.95
2026-07-08,Jakob Marsee,Miami Marlins,3700,7,31.3,0.0,5.85,-5.85
2026-07-08,David Fry,Cleveland Guardians,3100,1,37.1,-1.0,6.79,-7.79
2026-07-08,Jake Mangum,Pittsburgh Pirates,3000,1,40.1,-0.5,6.88,-7.38
2026-07-08,Alex Bregman,Chicago Cubs,4000,2,44.6,2.0,5.94,-3.94
2026-07-08,Anthony Volpe,New York Yankees,4000,6,21.9,2.5,4.38,-1.88
2026-07-08,Ceddanne Rafaela,Boston Red Sox,4200,2,34.8,10.0,5.67,4.33
2026-07-08,Owen Caissie,Miami Marlins,2800,5,28.7,0.0,7.67,-7.67
2026-07-08,Caleb Durbin,Boston Red Sox,2900,6,30.7,17.0,6.91,10.09
2026-07-08,Michael Massey,Kansas City Royals,3500,6,31.4,3.0,5.5,-2.5
2026-07-08,Zach Dezenzo,Houston Astros,3000,8,28.2,7.5,5.13,2.37
2026-07-08,Victor Robles,Seattle Mariners,2500,8,33.1,3.5,4.38,-0.88
2026-07-08,Haoyu Lee,Detroit Tigers,3000,6,34.0,0.0,7.53,-7.53
2026-07-08,Gabriel Arias,Cleveland Guardians,2200,6,28.8,-0.5,4.4,-4.9
2026-07-08,Justin Crawford,Philadelphia Phillies,3200,7,39.9,21.5,6.63,14.87
2026-07-08,Chase Meidroth,Chicago White Sox,3600,4,27.5,2.5,7.2,-4.7
2026-07-08,Lourdes Gurriel,Arizona Diamondbacks,2900,6,38.2,4.5,7.29,-2.79
2026-07-08,Jacob Wilson,Athletics,3700,1,24.0,2.0,7.23,-5.23
2026-07-08,Zack Gelof,Athletics,4800,1,15.3,-1.5,6.94,-8.44
2026-07-08,Carlos Narvaez,Boston Red Sox,2100,8,23.0,5.0,6.0,-1.0
2026-07-08,Henry Davis,Pittsburgh Pirates,3000,9,28.8,2.0,4.08,-2.08
2026-07-08,Pedro Pages,St. Louis Cardinals,2700,9,14.5,-1.5,3.96,-5.46
2026-07-08,Joey Bart,Atlanta Braves,2700,8,27.4,16.0,4.36,11.64
2026-07-08,Keibert Ruiz,Washington Nationals,3800,9,24.9,7.0,3.8,3.2
2026-07-08,Taylor Walls,Tampa Bay Rays,2700,8,24.6,3.5,4.68,-1.18
2026-07-08,Nick Fortes,Tampa Bay Rays,2400,9,22.4,4.5,5.47,-0.97
2026-07-08,Cedric Mullins,Tampa Bay Rays,3200,4,23.5,-0.5,6.88,-7.38
2026-07-08,Austin Wells,New York Yankees,2500,8,9.1,-0.5,4.58,-5.08
2026-07-08,Brooks Lee,Minnesota Twins,3400,2,17.3,12.0,6.56,5.44
